uri_inchikey,iupacName,prefLabel,prefLabel_en,altLabel,notation,definition,exactMatch,casNumber,ecNumber,pubchem,inScheme,source,validatie_status
KVMPUXDNESXNOH-UHFFFAOYSA-N,tris(1-chloropropan-2-yl) phosphate,tris-(2-chloorisopropyl)-fosfaat,,tris(1-chloor-2-propyl)fosfaat,TClC3yPO4,,,215035-31-7|16839-32-0|76025-08-6|13674-84-5,,compound:CID26176,conceptscheme:chemische_stof,,status:todo
KVNYFPKFSJIPBJ-UHFFFAOYSA-N,"1,2-DIETHYLBENZENE","1,2-diethylbenzeen",,,12DC2yBen,,,135-01-3|25340-17-4|1300-82-9,,compound:CID8657,conceptscheme:chemische_stof,,status:todo
KVODRKGILKZGAK-UHFFFAOYSA-N,,,,,,,,12503-49-0,235-676-8,compound:CID102602109|compound:CID6337020,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KVQVGSDBGJXNGV-UHFFFAOYSA-N,2-METHYLOCTADECANE,2-methyloctadecaan,,,2C1yC18a,,,1560-88-9,,compound:CID15264,conceptscheme:chemische_stof,,status:todo
KVRSDIJOUNNFMZ-UHFFFAOYSA-L,nickel(2+);trifluoromethanesulfonate,,Nickel(II) Trifluoromethanesulfonate,,,,,60871-84-3,663-776-5,compound:CID9820095,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KVWWIYGFBYDJQC-UHFFFAOYSA-N,methyl 2-(3-oxo-2-pentylcyclopentyl)acetate,methyldihydrojasmonaat,,,C1yDHjasmnt,,,24851-98-7|29852-02-6|2630-39-9|80450-69-7,,compound:CID102861,conceptscheme:chemische_stof,,status:todo
KWGUFOITWDSNQY-UHFFFAOYSA-N,"(4-bromo-2,5-dichlorophenoxy)-diethoxy-sulfanylidene-λ5-phosphane",bromofos-ethyl,bromophos-ethyl,ethylbromofos,C2yBrfs,,,4824-78-6,225-399-0,compound:CID20965,conceptscheme:chemische_stof,,status:done07.2025
KWIXNFOTNVKIGM-UHFFFAOYSA-N,2-Chloro-5-nitroaniline,2-chloor-5-nitroaniline,,,2Cl5NO2An,,,6283-25-6,,compound:CID22691,conceptscheme:chemische_stof,,status:todo
KWJHNBKJKFGGQG-UHFFFAOYSA-L,azane;nickel(2+);dichloride;hydrochloride|azanium;nickel(2+);trichloride|azanium;trichloronickel(1-),,"Azane;nickel(2+);dichloride;hydrochloride|Azanium;nickel(2+);trichloride|Nickelate(1-), trichloro-, ammonium (1:1)",,,,,24640-21-9,246-378-2,compound:CID134688162|compound:CID168190|compound:CID170853524|compound:CID25021986,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KWKAKUADMBZCLK-UHFFFAOYSA-N,oct-1-ene,1-octeen,,,1C8e,,,68526-54-5|68527-00-4|111-66-0,,compound:CID8125,conceptscheme:chemische_stof,,status:todo
KWKXNDCHNDYVRT-UHFFFAOYSA-N,Dodecylbenzene,dodecylbenzeen,,,dodcBen,,,68442-69-3|29986-57-0|123-01-3|28776-38-7,,compound:CID31237,conceptscheme:chemische_stof,,status:todo
KWOLFJPFCHCOCG-UHFFFAOYSA-N,1-Phenylethanone,acetofenon,,,actfnn,,,98-86-2,,compound:CID7410,conceptscheme:chemische_stof,,status:todo
KWOLJWUETSQNHB-CFLUDCDHSA-N,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-(amino-hydroxymethylidene)-4-dimethylamino-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione dihydrate hydrochloride",doxycycline,,,doxccne,,,69935-17-7|564-25-0,,compound:CID5488501,conceptscheme:chemische_stof,,status:todo
KWPUGVFGOSNYQG-UHFFFAOYSA-L,"cadmium(2+);3,5,5-trimethylhexanoate",,"Cadmium 3,5,5-trimethylhexanoate",,,,,36211-44-6,252-918-8,compound:CID56842362,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KWTSXDURSIMDCE-UHFFFAOYSA-N,1-phenylpropan-2-amine,amfetamine,,,amfAe,,,300-62-9,,compound:CID3007,conceptscheme:chemische_stof,,status:todo
KWWWFTBWCKTBQI-UHFFFAOYSA-N,1-[4-(2-hydroxypropan-2-yl)phenyl]ethanone,4-(1-hydroxy-1-methylethyl)-acetofenon,,,41HOx1C1yC2y,,,54549-72-3,,compound:CID41122,conceptscheme:chemische_stof,,status:todo
KWXGJTSJUKTDQU-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-8-iodooctane",,Perfluorooctyl iodide,,,,,507-63-1,208-079-5,compound:CID10491,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KWYUFKZDYYNOTN-UHFFFAOYSA-M,POTASSIUM HYDROXIDE,kaliumhydroxide,,,KOH,,,71769-53-4|1310-58-3|29857-72-5,,compound:CID14797,conceptscheme:chemische_stof,,status:todo
KXDAEFPNCMNJSK-UHFFFAOYSA-N,Benzamide,benzamide,,,benzAd,,,55-21-0|27208-38-4,,compound:CID2331,conceptscheme:chemische_stof,,status:todo
KXEBJOCRYNKACT-UHFFFAOYSA-L,bis[[ethyl(phenyl)carbamothioyl]sulfanyl]lead,,Bis[[ethyl(phenyl)carbamothioyl]sulfanyl]lead,,,,,93892-65-0,299-550-4,compound:CID140329022|compound:CID175563,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KXEOYBYEJCRPGB-UHFFFAOYSA-N,"1,3,5-tribromo-2-(3,4-dibromophenoxy)benzene",,"2,3',4,4',6-Pentabromodiphenyl Ether",,,,,189084-66-0,620-889-4,compound:CID15509897,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KXGYBSNVFXBPNO-UHFFFAOYSA-N,"N-(4-Chlorophenyl)-2,2-dimethylpentanamide",monalide,,,monlde,,,7287-36-7,,compound:CID23715,conceptscheme:chemische_stof,,status:todo
KXKVLQRXCPHEJC-UHFFFAOYSA-N,METHYL ACETATE,methylacetaat,,,C1yactt,,,79-20-9,,compound:CID6584,conceptscheme:chemische_stof,,status:todo
KXRPCFINVWWFHQ-UHFFFAOYSA-N,2-(butan-2-ylsulfanyl-ethoxyphosphoryl)sulfanylbutane,cadusafos,,,cadsfs,,,95465-99-9|103735-82-6,,compound:CID91752,conceptscheme:chemische_stof,,status:todo
KXUHSQYYJYAXGZ-UHFFFAOYSA-N,2-methylpropylbenzene,iso-butylbenzeen,,,iC4yBen,,,538-93-2|28729-54-6,,compound:CID10870,conceptscheme:chemische_stof,,status:todo
KXYDGGNWZUHESZ-UHFFFAOYSA-N,"4-(2,2,4-trimethylchroman-4-yl)phenol","4-(3,4-dihydro-2,2,4-trimethyl-2h-1-benzopyran-4-yl)fenol",,"4-(3,4-dihydro-2,2,4-trimethyl-2H-1-benzopyran-4-yl)fenol",434DH224TC1y,,,122970-87-0|122970-84-7|472-41-3|122970-88-1|56954-97-3|35485-38-2|122970-81-4|122970-85-8|122970-86-9|122970-82-5|122970-83-6,,compound:CID97788,conceptscheme:chemische_stof,,status:todo
KYGZCKSPAKDVKC-UHFFFAOYSA-N,"5-ethyl-8-oxo-[1,3]dioxolo[4,5-g]quinoline-7-carboxylic acid",oxolinezuur,,,Oolnzr,,,14698-29-4,,compound:CID4628,conceptscheme:chemische_stof,,status:todo
KYHNNWWCXIOTKC-UHFFFAOYSA-L,dichloronickel;trimethylphosphane|nickel(2+);trimethylphosphane;dichloride,,Dichlorobis(trimethylphosphine)nickel(II)|Nickel(2+);trimethylphosphane;dichloride,,,,,19232-05-4,622-630-0,compound:CID11119528|compound:CID11687786,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KYPAKYGHFWEDLY-OZEVPFDHSA-N,"[(E)-butan-2-ylideneamino] N-[3-[[[(E)-butan-2-ylideneamino]oxycarbonylamino]methyl]-3,5,5-trimethylcyclohexyl]carbamate",,"[(E)-butan-2-ylideneamino] N-[3-[[[(E)-butan-2-ylideneamino]oxycarbonylamino]methyl]-3,5,5-trimethylcyclohexyl]carbamate",,,,,68083-48-7,,compound:CID9576402,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KYPYTERUKNKOLP-UHFFFAOYSA-N,"2,6-dichloro-4-[2-(3,5-dichloro-4-hydroxyphenyl)propan-2-yl]phenol",,"2,2',6,6'-Tetrachlorobisphenol A",,,,,79-95-8,201-237-4,compound:CID6619,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KYWIYKKSMDLRDC-UHFFFAOYSA-N,Undecan-2-one,2-undecanon,,,2C11on,,,112-12-9,,compound:CID8163,conceptscheme:chemische_stof,,status:todo
KYYIDSXMWOZKMP-UHFFFAOYSA-N,4-[2-dimethylamino-1-(1-hydroxycyclohexyl)ethyl]phenol,desvenlafaxine,,o-desmethylvenlafaxine,desvlfxne,,,93413-62-8,,compound:CID125017,conceptscheme:chemische_stof,,status:todo
KZAUOCCYDRDERY-UITAMQMPSA-N,[(2-dimethylamino-1-methylsulfanyl-2-oxoethylidene)amino] N-methylcarbamate,oxamyl,,,Oaml,,,23135-22-0,,compound:CID9595287,conceptscheme:chemische_stof,,status:todo
KZBOXYKTSUUBTO-UHFFFAOYSA-N,"2-Methyl-1,4-dinitrobenzene","2,5-dinitrotolueen",,,25DNO2Tol,,,619-15-8,,compound:CID12075,conceptscheme:chemische_stof,,status:todo
KZBUYRJDOAKODT-UHFFFAOYSA-N,Molecular chlorine,dichloor,,chloor,Cl2,,,7782-50-5,,compound:CID24526,conceptscheme:chemische_stof,,status:todo
KZCBXHSWMMIEQU-UHFFFAOYSA-N,"2,3,5,6-Tetrachloroterephthalic acid",chloorthal,,,cltl,,,2136-79-0,,compound:CID16493,conceptscheme:chemische_stof,,status:todo
KZHJGOXRZJKJNY-UHFFFAOYSA-N,dioxosilane;oxo(oxoalumanyloxy)alumane,,Mullite,,,,,142844-00-6,,compound:CID12880061,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KZJWDPNRJALLNS-VJSFXXLFSA-N,"(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",beta-sitosterol,,,bsitsrl,,,83-46-5,,compound:CID222284,conceptscheme:chemische_stof,,status:todo
KZNRNQGTVRTDPN-UHFFFAOYSA-N,"2-Chloro-1,4-dimethylbenzene","2-chloor-1,4-dimethylbenzeen",,,2Cl14C1yBen,,,35442-53-6|95-72-7,,compound:CID32883,conceptscheme:chemische_stof,,status:todo
KZPXREABEBSAQM-UHFFFAOYSA-N,"cyclopenta-1,3-diene;nickel(2+)",,CID 13628993|Nickelocene,,,,,1271-28-9,215-039-0,compound:CID13628993|compound:CID62390,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KZTYYGOKRVBIMI-UHFFFAOYSA-N,phenylsulfonylbenzene,difenylsulfon,,,Dfysfn,,,127-63-9,,compound:CID31386,conceptscheme:chemische_stof,,status:todo
KZUNJOHGWZRPMI-UHFFFAOYSA-N,SAMARIUM,samarium,,,Sm,,,7440-19-9|110123-52-9,,compound:CID23951,conceptscheme:chemische_stof,,status:todo
KZUSAXRVIONPJU-UHFFFAOYSA-N,"2,2,3,4,4,5,5,6,6,7,8,8,8-tridecafluoro-3,7-bis(trifluoromethyl)octanoic acid",perfluor-3-7-dimethyloctaanzuur,,,P37DMOA,,,172155-07-6,,compound:CID2776093,conceptscheme:chemische_stof,,status:todo
KZVIDFQNTOEMKO-UHFFFAOYSA-M,cyclohexylmethylmercury(1+);chloride,,Cyclohexylmethylmercuric chloride,,,,,33631-63-9,,compound:CID71587117,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
KZWPFFFDRDASOU-UHFFFAOYSA-N,"3-butoxypropyl 2-(2,4-dichlorophenoxy)acetate","2,4-D propyleen glycol butyl ether ester",,"2,4-d propyleen glycol butyl ether ester",24DC3yegC4yE,,,1320-18-9|1928-45-6,,compound:CID15997,conceptscheme:chemische_stof,,status:todo
KZXVOMYVNQPCKX-UHFFFAOYSA-N,ethyne;mercury(1+),,Mercury acetylide,,,,,68833-55-6,,compound:CID90659491,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LAAVYEUJEMRIGF-UHFFFAOYSA-N,"2,4,4-Trimethylpent-2-ene","2,4,4-trimethyl-2-penteen",,,244TC1y2C5e,,,107-40-4,,compound:CID7869,conceptscheme:chemische_stof,,status:todo
LABTWGUMFABVFG-ONEGZZNKSA-N,"['pent-3-en-2-one', '(E)-pent-3-en-2-one']",(e)-3-penteen-2-on,,(E)-3-penteen-2-on,E-3C5e2on,,,3102-33-8,,compound:CID637920,conceptscheme:chemische_stof,,status:todo
LACXVZHAJMVESG-UHFFFAOYSA-N,"1,2,3-trichloro-4-(2,4-dichlorophenyl)benzene","2,2',3,4,4'-pentachloorbifenyl",,,PCB85,,,65510-45-4,,compound:CID47651,conceptscheme:chemische_stof,,status:todo
LAHRFHINHFIDLM-UHFFFAOYSA-L,2-(dithiocarboxyamino)ethyliminomethanedithiolate;nickel(2+)|nickel(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,,2-(Dithiocarboxyamino)ethyliminomethanedithiolate;nickel(2+)|CID 15651750,,,,,12275-13-7,,compound:CID101926629|compound:CID15651750|compound:CID3032580,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LAHWLEDBADHJGA-UHFFFAOYSA-N,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",pcb-101,,"2,2',4,5,5'-pentachloorbifenyl|2,2',4,5,5'-pentachloorbifenyl (pcb101)|PCB-101|pcb 101",PCB101,,wise:CAS_37680-73-2,37680-73-2,,compound:CID37807,conceptscheme:chemische_stof,,status:todo
LAIUFBWHERIJIH-UHFFFAOYSA-N,3-Methylheptane,3-methylheptaan,,,3C1yC7a,,,116502-43-3|589-81-1,,compound:CID11519,conceptscheme:chemische_stof,,status:todo
LAJZODKXOMJMPK-UHFFFAOYSA-N,tellurium dioxide,,Tellurium dioxide,,,,,7446-07-3,231-193-1,compound:CID62638,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LANLMTRJCBLOQH-UHFFFAOYSA-N,antimony(3+);nickel(2+);oxygen(2-);titanium(4+),,Antimony nickel titanium oxide,,,,,54576-53-3|73892-02-1,|277-627-3,compound:CID171357,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LAONQGCOACPRKC-UHFFFAOYSA-K,potassium;diiodomercury;iodide|potassium;mercury(2+);triiodide|potassium;triiodomercury(1-),,Kaliumquecksilberjodid|Potassium iodomercurate(II) (khgi3)|potassium triiodomercurate(II),,,,,22330-18-3,244-913-4,compound:CID22186150|compound:CID23706051|compound:CID90479158,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LAXBNTIAOJWAOP-UHFFFAOYSA-N,1-chloro-2-phenylbenzene,2-chloorbifenyl,,,PCB1,,,2051-60-7|27323-18-8,,compound:CID249266,conceptscheme:chemische_stof,,status:todo
LAZPBGZRMVRFKY-HNCPQSOCSA-N,"(6S)-6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole hydrochloride",levamisol,,,levmsl,,,16595-80-5|14769-73-4|24593-45-1|74191-78-9|39170-95-1,,compound:CID27944,conceptscheme:chemische_stof,,status:todo
LAZQCXJJXWHRDJ-UHFFFAOYSA-N,hydrogen phosphite;lead(2+);oxolead,,Lead oxide phosphonate (Pb3O2(HPO3)),,,,,12141-20-7,235-252-2,compound:CID44135855,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LBCZOTMMGHGTPH-UHFFFAOYSA-N,"2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethanol",octylfenoxypolyethoxyethanol,,,C8yfOxplC2ox,,,9081-83-8|188612-22-8|68310-57-6|1336-60-3|120026-27-9|73904-96-8|53663-54-0|55600-46-9|39316-46-6|141443-66-5|52628-05-4|50815-48-0|53858-66-5|9036-19-5|12679-74-2|71538-51-7|58056-95-4|54834-97-8|11130-43-1|77137-66-7|59112-84-4|39283-49-3|63172-50-9|39320-65-5|39341-03-2,,compound:CID24775,conceptscheme:chemische_stof,,status:todo
LBGPXIPGGRQBJW-UHFFFAOYSA-N,"1,2-dimethyl-3,5-di(phenyl)pyrazol-1-ium",difenzoquat,,,Dfzqt,,,49866-87-7,,compound:CID39425,conceptscheme:chemische_stof,,status:todo
LBNXAWYDQUGHGX-UHFFFAOYSA-N,Heptylbenzene,heptylbenzeen,,,C7yBen,,,1078-71-3,,compound:CID14115,conceptscheme:chemische_stof,,status:todo
LBROWQNNUGFYKG-UHFFFAOYSA-J,dichloronickel;tetraethylazanium;dichloride|nickel(2+);tetraethylazanium;tetrachloride|tetrachloronickel(2-);tetraethylazanium,,Nickel(2+);tetraethylazanium;tetrachloride|Tetraethylammonium tetrachloronickelate|Tetraethylammonium tetrachloronickelate(II),,,,,5964-71-6,624-087-5,compound:CID13437962|compound:CID16217307|compound:CID170852762,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LBWPYRZGHYVSEL-UHFFFAOYSA-N,"2,6,10-TRIMETHYLPENTADECANE","2,6,10-trimethylpentadecaan",,,2610TC1yC15,,,3892-00-0,,compound:CID19775,conceptscheme:chemische_stof,,status:todo
LCCNCVORNKJIRZ-UHFFFAOYSA-N,diethoxy-(4-nitrophenoxy)-sulfanylidenephosphorane,ethylparathion,,parathion-ethyl,C2yprton,,wise:CAS_56-38-2,11111-91-4|110616-89-2|8057-70-3|56-38-2,,compound:CID991,conceptscheme:chemische_stof,,status:todo
LCFVJGUPQDGYKZ-UHFFFAOYSA-N,2-[[4-[2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl]phenoxy]methyl]oxirane,bisfenol A diglycidylether,,bisfenol a diglycidylether,bisFolADgcdE,,,1675-54-3|85101-00-4|47424-12-4|170962-54-6|116161-20-7|500008-19-5,,compound:CID2286,conceptscheme:chemische_stof,,status:todo
LCGLNKUTAGEVQW-UHFFFAOYSA-N,Methoxymethane,dimethylether ,,dimethylether,DC1yEtr,,,115-10-6|157621-61-9,,compound:CID8254,conceptscheme:chemische_stof,,status:todo
LCGTWRLJTMHIQZ-UHFFFAOYSA-N,11H-benzo[b][1]benzazepine,"5h-dibenz[b,f]azepine",,"5H-dibenz[b,f]azepine",5HDbenzbfazp,,,256-96-2,,compound:CID9212,conceptscheme:chemische_stof,,status:todo
LCHYEKKJCUJAKN-UHFFFAOYSA-N,2-Propylphenol,2-propylfenol,,,2C3yFol,,,644-35-9,,compound:CID12570,conceptscheme:chemische_stof,,status:todo
LCMPHIATIKTQMI-UHFFFAOYSA-K,[diacetyloxy(phenyl)plumbyl] acetate,,"Plumbane, tris(acetyloxy)phenyl-",,,,,3076-54-8,,compound:CID16683284,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LCMZLEGVLPHFGA-UHFFFAOYSA-L,lead(2+);oxygen(2-);phthalate,,"Lead, (1,2-benzenedicarboxylato(2-))dioxotri-",,,,,69011-06-9,273-688-5,compound:CID90659577,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LCPUDZUWZDSKMX-UHFFFAOYSA-K,azane;hydrogen sulfate;iron(3+);sulfate;dodecahydrate|azanium;iron(3+);disulfate;dodecahydrate,,CID 16211144|Ferric ammonium sulfate dodecahydrate,,,,,7783-83-7,616-517-5,compound:CID16211144|compound:CID197097,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LCXMEXLGMKFLQO-UHFFFAOYSA-N,"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene",PCB 156,,"2,3,3',4,4',5-hexachloorbifenyl|pcb 156",PCB156,,wise:CAS_38380-08-4,38380-08-4,,compound:CID38019,conceptscheme:chemische_stof,,status:todo
LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine","2,5-dimethylpyrazine",,,25DC1yprzne,,,123-32-0,,compound:CID31252,conceptscheme:chemische_stof,,status:todo
LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl (E)-but-2-enedioate,,Dimethyl Fumarate,,,,,624-49-7,210-849-0,compound:CID637568,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LDIQLCKWDBEQTF-UHFFFAOYSA-L,azanide;nickel(2+);carbonate,,"Nickel(2++), hexaammine-, (OC-6-11)-, carbonate (1:1)",,,,,67806-76-2,691-565-8,compound:CID90684501,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LDVQENLWTVYIDQ-UHFFFAOYSA-M,lead(2+);octadecanoate,,"Octadecanoic acid, lead salt (1:?)",,,,,7428-48-0,231-068-1,compound:CID62636,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LDVVMCZRFWMZSG-UHFFFAOYSA-N,"2-(trichloromethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",captan,,,captn,,wise:CAS_133-06-2,133-06-2|37335-15-2|120528-25-8|1321-42-2,,compound:CID8606,conceptscheme:chemische_stof,,status:todo
LDYCDKFAGIOUDE-UHFFFAOYSA-J,"1-[4-(dimethylamino)phenyl]-2-phenylethene-1,2-dithiolate;nickel",,"Nickel, bis[1-[4-(dimethylamino)phenyl]-2-phenyl-1,2-ethenedithiolato(2-)-kappaS,kappaS']-",,,,,38465-55-3,253-958-9,compound:CID162311|compound:CID75584519,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LEEANUDEDHYDTG-UHFFFAOYSA-N,"1,2-DIMETHOXYPROPANE","1,2-dimethoxypropaan",,,12DC1oxC3a,,,7778-85-0,,compound:CID24509,conceptscheme:chemische_stof,,status:todo
LELOWRISYMNNSU-UHFFFAOYSA-N,Formonitrile,waterstofcyanide,,waterstofcyanide (HCN),HCN,,wise:CAS_74-90-8,341972-31-4|74-90-8|191234-22-7,,compound:CID768,conceptscheme:chemische_stof,,status:todo
LEOCKULGXOQRTQ-UHFFFAOYSA-N,"1,3,5,7,9,11-hexabromocyclododecane","som HBCD (technisch mengsel, niet-gespecif. broom-posities)",,"som hbcd (technisch mengsel, niet-gespecif. broom-posities)",HBCD,,,25637-99-4|22374-57-8,,compound:CID33121,conceptscheme:chemische_stof,,status:todo
LEONUFNNVUYDNQ-OIOBTWANSA-N,vanadium-48,vanadium 48,,,V48,,,14331-97-6,,compound:CID161054,conceptscheme:chemische_stof,,status:todo
LEONUFNNVUYDNQ-UHFFFAOYSA-N,Vanadium,vanadium,,Vanadium (V),V,,wise:CAS_7440-62-2,24763-58-4|22537-31-1|195161-77-4|7440-62-2|14782-33-3|22541-77-1,,compound:CID23990,conceptscheme:chemische_stof,,status:todo
LEQAOMBKQFMDFZ-UHFFFAOYSA-N,oxaldehyde,glyoxaal,,,glyoxl,,,9005-91-8|107-22-2|40094-65-3|83513-30-8,,compound:CID7860,conceptscheme:chemische_stof,,status:todo
LEVVSRBRUBTUPV-UHFFFAOYSA-N,"2,3,3,4,4,4-hexafluoro-2-[1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-yl]butanoic acid",,"2,3,3,4,4,4-Hexafluoro-2-[1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-yl]butanoic acid",,,,,1882109-60-5,,compound:CID138396448,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LFDLTLMEBDARLN-UHFFFAOYSA-N,2-[2-[2-[2-[2-[2-[2-[2-[2-(4-octylphenoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,,"26-(4-Octylphenoxy)-3,6,9,12,15,18,21,24-octaoxahexacosan-1-ol",,,,,42173-90-0,255-695-5,compound:CID460392,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LFEGLDRNIDJMKB-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-pentacosafluorotetradecyl 2-methylprop-2-enoate",,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradecyl methacrylate",,,,,6014-75-1,227-870-6,compound:CID111129,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LFEUVBZXUFMACD-UHFFFAOYSA-H,"bis[(2-oxo-1,3,2lambda5,4lambda2-dioxarsaplumbetan-2-yl)oxy]lead|lead(2+);diarsorate",,Bleiarsenat|Trilead diarsenate,,,,,3687-31-8,222-979-5,compound:CID16704431|compound:CID3032448,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LFHISGNCFUNFFM-UHFFFAOYSA-N,trichloro-nitromethane,chloorpicrine,,,Clpcne,,,76-06-2,,compound:CID6423,conceptscheme:chemische_stof,,status:todo
LFNLGNPSGWYGGD-IGMARMGPSA-N,neptunium-237,neptunium 237,,,Np237,,,86954-34-9|13994-20-2,,compound:CID104783,conceptscheme:chemische_stof,,status:todo
LFNLGNPSGWYGGD-NJFSPNSNSA-N,neptunium-239,neptunium 239,,,Np239,,,13968-59-7,,compound:CID104958,conceptscheme:chemische_stof,,status:todo
LFNLGNPSGWYGGD-OUBTZVSYSA-N,neptunium-238,neptunium 238,,,Np238,,,15766-25-3,,compound:CID167422,conceptscheme:chemische_stof,,status:todo
LFNLGNPSGWYGGD-UHFFFAOYSA-N,NEPTUNIUM,neptunium,,,Np,,,22537-61-7|22541-66-8|7439-99-8,,compound:CID23933,conceptscheme:chemische_stof,,status:todo
LFQCEHFDDXELDD-UHFFFAOYSA-N,Tetramethoxysilane,tetramethylsilicaat,,,T4C1ySiO4,,,12002-26-5|213778-75-7|143478-32-4|294858-92-7|113837-65-3|188853-76-1|136959-63-2|299177-59-6|681-84-5|251638-46-7|25498-02-6|12547-31-8|340701-13-5,,compound:CID12682,conceptscheme:chemische_stof,,status:todo
LFQRCKPGFRJEBA-UHFFFAOYSA-K,azanium;cerium(3+);disulfate;tetrahydrate,,Ammonium cerous sulfate tetrahydrate,,,,,10049-02-2,,compound:CID57346344,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,ethanol,,,C2OH,,,71076-86-3|8000-16-6|68475-56-9|121182-78-3|64-17-5|8024-45-1|71329-38-9,,compound:CID702,conceptscheme:chemische_stof,,status:todo
LFSAPCRASZRSKS-UHFFFAOYSA-N,2-methylcyclohexan-1-one,2-methylcyclohexanon,,,,,,583-60-8|24965-84-2,,compound:CID11419,conceptscheme:chemische_stof,,status:todo
LFSYUSUFCBOHGU-UHFFFAOYSA-N,1-isocyanato-2-[(4-isocyanatophenyl)methyl]benzene,,"2,4'-Diphenylmethane diisocyanate",,,,,5873-54-1,227-534-9,compound:CID62593,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
LFULEKSKNZEWOE-UHFFFAOYSA-N,"N-(3,4-Dichlorophenyl)propanamide",propanil,,,propnl,,wise:CAS_709-98-8,709-98-8|11096-32-5|110343-36-7,,compound:CID4933,conceptscheme:chemische_stof,,status:todo
